id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
7038,female,25,20,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,,,,,,,30.0,10.0,10.0,30.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,8.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,-0.05,5,,2.0,,,,0
7039,female,25,30,European/Caucasian-American,European/Caucasian-American,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,5.0,4.0,6.0,4.0,4.0,3.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,10.0,7.0,7.0,6.0,5.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,0.12,5,,2.0,4.0,3.0,0,0
704,male,27,24,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,8.0,8.0,8.0,8.0,8.0,,35.0,10.0,20.0,20.0,10.0,5.0,9.0,7.0,8.0,9.0,8.0,8.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,-0.04,5,7,5.0,7.0,8.0,1,1
7040,female,25,32,European/Caucasian-American,Other,1,3,SIPA-International Affairs,20.0,20.0,20.0,15.0,15.0,10.0,7,9,5,7,6,4.0,3.0,5.0,7.0,3.0,2.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,5.0,4.0,4.0,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,-0.08,5,,2.0,3.0,3.0,0,0
7041,female,27,23,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,6.0,6.0,5.0,6.0,7.0,25.0,20.0,15.0,20.0,5.0,15.0,6.0,8.0,8.0,5.0,5.0,3.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.35,7,,3.0,6.0,4.0,0,0
7042,female,27,30,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,6.0,7.0,8.0,7.0,7.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,6.0,8.0,5.0,6.0,6.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.51,7,,3.0,6.0,6.0,0,0
7043,female,27,28,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,7.0,7.0,7.0,8.0,7.0,7.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,10.0,10.0,9.0,8.0,5.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.51,7,,3.0,6.0,6.0,0,0
7044,female,27,31,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,7.0,8.0,6.0,7.0,6.0,16.0,16.0,20.0,16.0,16.0,16.0,7.0,9.0,9.0,7.0,,,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.72,7,,3.0,6.0,5.0,0,0
7045,female,27,29,Latino/Hispanic American,Black/African American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,5.0,6.0,6.0,4.0,,6.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,9.0,8.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,-0.2,7,,3.0,5.0,4.0,0,0
7046,female,27,32,Latino/Hispanic American,Latino/Hispanic American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,6.0,8.0,5.0,7.0,7.0,20.0,20.0,20.0,15.0,10.0,15.0,4.0,6.0,7.0,7.0,6.0,9.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.66,7,,3.0,6.0,5.0,0,0
7047,female,27,24,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,8.0,8.0,6.0,6.0,6.0,25.0,26.0,15.0,10.0,9.0,15.0,5.0,8.0,8.0,6.0,,5.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,-0.15,7,,3.0,6.0,5.0,0,0
7048,female,27,29,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,6.0,8.0,7.0,9.0,,15.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,-0.02,7,,3.0,6.0,5.0,0,0
7049,female,27,28,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,7.0,6.0,8.0,8.0,7.0,,20.0,10.0,20.0,20.0,20.0,0.0,5.0,7.0,10.0,6.0,9.0,5.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.12,7,,3.0,7.0,6.0,0,0
705,male,27,27,Black/African American,Asian/Pacific Islander/Asian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,,,,,,,50.0,0.0,50.0,0.0,0.0,0.0,7.0,8.0,8.0,9.0,8.0,4.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.12,5,7,5.0,7.0,7.0,0,0
7050,female,27,29,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,8.0,8.0,8.0,7.0,5.0,30.0,15.0,20.0,10.0,10.0,15.0,10.0,9.0,9.0,6.0,7.0,6.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.12,7,,3.0,7.0,6.0,0,0
7051,female,27,29,Latino/Hispanic American,Latino/Hispanic American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,9.0,7.0,8.0,8.0,8.0,6.0,30.0,10.0,25.0,20.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.59,7,,3.0,7.0,5.0,0,0
7053,female,27,20,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,8.0,6.0,6.0,7.0,7.0,,30.0,10.0,10.0,30.0,10.0,10.0,6.0,10.0,10.0,8.0,7.0,10.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.0,7,,3.0,7.0,5.0,0,0
7054,female,27,30,Latino/Hispanic American,European/Caucasian-American,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,7.0,6.0,7.0,7.0,7.0,,25.0,25.0,25.0,25.0,0.0,0.0,6.0,8.0,8.0,7.0,7.0,5.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.29,7,,3.0,6.0,5.0,0,0
7055,female,27,32,Latino/Hispanic American,Other,5,7,Electrical Engineering,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,7.0,8.0,8.0,7.0,,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,6.0,6.0,6.0,4.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.29,7,,3.0,6.0,5.0,0,0
7056,female,26,23,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,7.0,8.0,8.0,7.0,7.0,7.0,25.0,20.0,15.0,20.0,5.0,15.0,6.0,8.0,7.0,8.0,7.0,7.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.4,4,,,7.0,,0,0
7057,female,26,30,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,7.0,6.0,6.0,6.0,9.0,8.0,20.0,10.0,22.0,20.0,15.0,13.0,5.0,6.0,7.0,5.0,8.0,7.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.38,4,,,5.0,,0,0
7058,female,26,28,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,8.0,7.0,7.0,7.0,7.0,8.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,10.0,10.0,9.0,9.0,9.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.61,4,,,7.0,,0,0
7059,female,26,31,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,7.0,9.0,9.0,5.0,7.0,5.0,16.0,16.0,20.0,16.0,16.0,16.0,10.0,9.0,10.0,7.0,10.0,,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.65,4,,,6.0,,0,0
706,male,27,30,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,6.0,8.0,8.0,8.0,8.0,5.0,30.0,20.0,30.0,10.0,0.0,10.0,7.0,9.0,7.0,7.0,10.0,5.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,-0.46,5,7,5.0,7.0,7.0,0,0
7060,female,26,29,European/Caucasian-American,Black/African American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,6.0,5.0,5.0,5.0,5.0,5.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,9.0,10.0,10.0,10.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.14,4,,,5.0,,0,0
7061,female,26,32,European/Caucasian-American,Latino/Hispanic American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,8.0,9.0,8.0,6.0,7.0,7.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,6.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.37,4,,,6.0,,0,0
7062,female,26,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,5.0,5.0,5.0,5.0,5.0,5.0,25.0,26.0,15.0,10.0,9.0,15.0,6.0,5.0,8.0,6.0,7.0,3.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.04,4,,,5.0,,0,0
7063,female,26,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,7.0,6.0,5.0,7.0,7.0,5.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,-0.19,4,,,,,,0
7064,female,26,28,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,8.0,7.0,7.0,7.0,7.0,7.0,20.0,10.0,20.0,20.0,20.0,0.0,8.0,7.0,8.0,7.0,8.0,8.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,-0.07,4,,,7.0,,0,1
7065,female,26,29,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,,,,,,,30.0,15.0,20.0,10.0,10.0,15.0,10.0,7.0,8.0,9.0,9.0,7.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.15,4,,,,,,0
7066,female,26,29,European/Caucasian-American,Latino/Hispanic American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,9.0,8.0,9.0,9.0,9.0,9.0,30.0,10.0,25.0,20.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.3,4,,,9.0,,0,1
7067,female,26,30,European/Caucasian-American,Other,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,9.0,9.0,9.0,9.0,8.0,9.0,30.0,0.0,30.0,30.0,10.0,0.0,10.0,8.0,7.0,10.0,10.0,10.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.35,4,,,9.0,,0,0
7068,female,26,20,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,9.0,9.0,9.0,9.0,10.0,9.0,30.0,10.0,10.0,30.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,9.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,-0.05,4,,,9.0,,0,0
7069,female,26,30,European/Caucasian-American,European/Caucasian-American,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,5.0,8.0,9.0,8.0,8.0,8.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,6.0,8.0,6.0,8.0,7.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.3,4,,,8.0,,0,0
707,male,27,21,Black/African American,Asian/Pacific Islander/Asian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,7.0,7.0,,,9.0,,30.0,5.0,30.0,15.0,15.0,5.0,4.0,4.0,6.0,6.0,7.0,4.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.68,5,7,5.0,7.0,7.0,0,0
7070,female,26,32,European/Caucasian-American,Other,4,4,International Affairs,20.0,20.0,10.0,20.0,10.0,20.0,7,8,9,8,7,5.0,5.0,5.0,4.0,4.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,6.0,6.0,5.0,5.0,4.0,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,0.07,4,,,4.0,,0,0
7072,female,27,30,European/Caucasian-American,European/Caucasian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,5.0,8.0,8.0,6.0,8.0,2.0,20.0,10.0,22.0,20.0,15.0,13.0,6.0,7.0,7.0,5.0,6.0,5.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.44,6,,1.5,7.0,9.0,0,0
7073,female,27,28,European/Caucasian-American,European/Caucasian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,3.0,6.0,7.0,5.0,4.0,1.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,10.0,10.0,10.0,8.0,5.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.47,6,,1.5,3.0,6.0,0,0
7074,female,27,31,European/Caucasian-American,Asian/Pacific Islander/Asian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,2.0,9.0,8.0,2.0,6.0,0.0,16.0,16.0,20.0,16.0,16.0,16.0,8.0,7.0,8.0,6.0,,6.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.42,6,,1.5,3.0,8.0,0,0
7075,female,27,29,European/Caucasian-American,Black/African American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,1.0,5.0,4.0,1.0,3.0,0.0,20.0,15.0,20.0,15.0,15.0,15.0,9.0,10.0,10.0,10.0,10.0,9.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,-0.08,6,,1.5,2.0,7.0,0,0
7076,female,27,32,European/Caucasian-American,Latino/Hispanic American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,3.0,8.0,9.0,6.0,9.0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,9.0,7.0,8.0,7.0,7.0,6.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.37,6,,1.5,5.0,8.0,0,0
7077,female,27,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,2.0,9.0,8.0,2.0,4.0,2.0,25.0,26.0,15.0,10.0,9.0,15.0,8.0,6.0,7.0,7.0,5.0,2.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,-0.29,6,,1.5,4.0,5.0,0,0
7078,female,27,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,4.0,6.0,8.0,4.0,9.0,2.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,-0.03,6,,1.5,3.0,8.0,0,0
7079,female,27,28,European/Caucasian-American,European/Caucasian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,5.0,8.0,8.0,7.0,9.0,3.0,20.0,10.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,5.0,8.0,8.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,-0.07,6,,1.5,6.0,8.0,0,0
708,male,27,25,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,7.0,,,,,,20.0,23.0,23.0,22.0,7.0,5.0,6.0,8.0,8.0,10.0,8.0,9.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.27,5,7,5.0,7.0,7.0,0,1
7080,female,27,29,European/Caucasian-American,European/Caucasian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,2.0,8.0,7.0,5.0,5.0,0.0,30.0,15.0,20.0,10.0,10.0,15.0,8.0,6.0,6.0,6.0,7.0,5.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,-0.09,6,,1.5,2.0,6.0,0,0
7081,female,27,29,European/Caucasian-American,Latino/Hispanic American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,7.0,6.0,8.0,7.0,9.0,4.0,30.0,10.0,25.0,20.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.45,6,,1.5,7.0,8.0,0,0
7082,female,27,30,European/Caucasian-American,Other,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,4.0,7.0,8.0,4.0,5.0,2.0,30.0,0.0,30.0,30.0,10.0,0.0,7.0,8.0,10.0,1.0,10.0,2.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.54,6,,1.5,5.0,5.0,0,0
7083,female,27,20,European/Caucasian-American,Asian/Pacific Islander/Asian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,7.0,6.0,7.0,7.0,9.0,5.0,30.0,10.0,10.0,30.0,10.0,10.0,7.0,9.0,10.0,9.0,8.0,7.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.16,6,,1.5,6.0,7.0,0,0
7084,female,27,30,European/Caucasian-American,European/Caucasian-American,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,3.0,8.0,7.0,5.0,7.0,2.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.27,6,,1.5,5.0,4.0,0,0
7085,female,27,32,European/Caucasian-American,Other,3,3,International affairs,15.0,15.0,20.0,20.0,15.0,15.0,8,8,8,8,8,2.0,6.0,5.0,6.0,4.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,7.0,6.0,7.0,5.0,7.0,5.0,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,0.07,6,,1.5,2.0,8.0,0,0
7086,female,26,23,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,5.0,5.0,5.0,5.0,5.0,5.0,25.0,20.0,15.0,20.0,5.0,15.0,7.0,6.0,6.0,6.0,5.0,6.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.45,4,,6.0,6.0,7.0,0,0
7087,female,26,30,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,7.0,7.0,7.0,7.0,8.0,9.0,20.0,10.0,22.0,20.0,15.0,13.0,,,,,,,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.36,4,,6.0,,5.0,0,0
7088,female,26,28,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,5.0,8.0,8.0,10.0,7.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,10.0,9.0,10.0,9.0,6.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.59,4,,6.0,,,0,0
7089,female,26,31,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,,,,,,,16.0,16.0,20.0,16.0,16.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.45,4,,6.0,,,,0
709,male,27,26,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,7.0,,,,,,20.0,25.0,20.0,15.0,15.0,5.0,5.0,4.0,8.0,5.0,8.0,3.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,-0.02,5,7,5.0,7.0,7.0,0,0
7090,female,26,29,European/Caucasian-American,Black/African American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,2.0,8.0,7.0,6.0,6.0,6.0,20.0,15.0,20.0,15.0,15.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.05,4,,6.0,,,0,0
7091,female,26,32,European/Caucasian-American,Latino/Hispanic American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,4.0,10.0,9.0,8.0,9.0,8.0,20.0,20.0,20.0,15.0,10.0,15.0,6.0,8.0,9.0,6.0,7.0,7.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.55,4,,6.0,6.0,7.0,0,0
7092,female,26,24,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,2.0,3.0,5.0,1.0,2.0,2.0,25.0,26.0,15.0,10.0,9.0,15.0,5.0,4.0,5.0,5.0,4.0,2.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,-0.07,4,,6.0,4.0,1.0,0,0
7093,female,26,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,7.0,9.0,9.0,8.0,8.0,7.0,15.0,20.0,20.0,20.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.11,4,,6.0,7.0,10.0,0,1
7094,female,26,28,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,9.0,8.0,8.0,7.0,7.0,9.0,20.0,10.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,7.0,10.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.08,4,,6.0,8.0,7.0,0,1
7095,female,26,29,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,3.0,8.0,6.0,6.0,6.0,7.0,30.0,15.0,20.0,10.0,10.0,15.0,9.0,10.0,9.0,7.0,7.0,8.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.19,4,,6.0,6.0,4.0,0,0
7096,female,26,29,European/Caucasian-American,Latino/Hispanic American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,5.0,7.0,7.0,7.0,7.0,,30.0,10.0,25.0,20.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.54,4,,6.0,,,0,0
7098,female,26,20,European/Caucasian-American,Asian/Pacific Islander/Asian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,7.0,9.0,8.0,7.0,,,30.0,10.0,10.0,30.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0,8.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,-0.14,4,,6.0,,,0,0
7099,female,26,30,European/Caucasian-American,European/Caucasian-American,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,6.0,7.0,9.0,8.0,6.0,9.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,7.0,9.0,8.0,8.0,8.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,0.34,4,,6.0,,,0,0
71,female,25,22,European/Caucasian-American,European/Caucasian-American,1,1,Masters in Public Administration,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,8.0,7.0,7.0,9.0,6.0,7.0,60.0,0.0,0.0,40.0,0.0,0.0,8.0,8.0,10.0,7.0,6.0,5.0,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.11,6,10,,8.0,7.0,0,1
710,male,27,27,Black/African American,European/Caucasian-American,4,4,Law,35.0,10.0,20.0,15.0,10.0,10.0,8,9,9,10,8,5.0,,,,,,10.0,10.0,30.0,25.0,10.0,15.0,6.0,3.0,6.0,8.0,4.0,4.0,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2,0.02,5,7,5.0,7.0,7.0,0,0
7100,female,26,32,European/Caucasian-American,Other,4,6,Urban Planning,16.0,18.0,18.0,20.0,12.0,16.0,8,9,10,8,7,2.0,7.0,7.0,6.0,6.0,8.0,20.0,20.0,20.0,15.0,15.0,10.0,6.0,7.0,6.0,7.0,6.0,5.0,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,-0.19,4,,6.0,,,0,0
